Trade #,Entry Time,Exit Time,Type,Strike,Entry Spot,Exit Spot,Option Buy Price (RS),Option Sell Price (RS),Qty,Trade PnL (RS),Capital (RS)
39,2025-10-16 13:15,2025-10-16 14:15,CE,25500,25551.85,25589.8,187.6,210.3,65,1475.5,32473.3
40,2025-10-17 09:15,2025-10-17 10:15,CE,25600,25670.15,25722.95,198.98,231.93,65,2141.75,34615.05
41,2025-10-17 10:15,2025-10-17 11:15,CE,25700,25750.65,25741.7,188.14,183.02,65,-332.8,34282.25
42,2025-10-17 11:15,2025-10-17 12:15,CE,25700,25760.6,25745.95,193.94,185.44,65,-552.5,33729.75
43,2025-10-17 12:15,2025-10-17 13:15,PE,25800,25668.75,25655.45,224.74,233.25,65,553.15,34282.9
44,2025-10-20 09:15,2025-10-20 10:15,CE,25800,25856.55,25857.95,192.18,193.0,65,53.3,34336.2
45,2025-10-20 12:15,2025-10-20 13:15,CE,25800,25898.4,25866.5,217.47,198.03,65,-1263.6,33072.6
46,2025-10-21 14:15,2025-10-23 09:15,PE,26000,25868.6,25903.6,225.93,204.42,65,-1398.15,31674.45
47,2025-10-23 09:15,2025-10-23 10:15,CE,26000,26095.9,26064.6,217.12,198.14,65,-1233.7,30440.75
48,2025-10-23 13:15,2025-10-23 14:15,PE,26100,25958.55,25898.5,232.88,273.14,65,2616.9,33057.65
49,2025-10-23 14:15,2025-10-23 15:15,PE,26000,25865.35,25897.6,227.99,208.02,65,-1298.05,31759.6
50,2025-10-24 13:15,2025-10-24 14:15,PE,25900,25755.4,25772.95,233.82,222.64,65,-726.7,31032.9
51,2025-10-27 09:15,2025-10-27 11:15,CE,25900,25961.85,25969.9,195.9,200.67,65,310.05,31342.95
52,2025-10-28 09:15,2025-10-28 10:15,PE,26000,25905.25,25875.2,203.44,221.78,65,1192.1,32535.05
53,2025-10-28 12:15,2025-10-28 13:15,CE,25800,25926.35,25921.0,235.33,231.85,65,-226.2,32308.85
54,2025-10-30 09:15,2025-10-30 10:15,PE,26100,25959.45,25946.95,232.3,240.39,65,525.85,32834.7
55,2025-10-31 10:15,2025-10-31 11:15,PE,25900,25776.75,25804.55,220.26,203.29,65,-1103.05,31731.65
56,2025-11-04 09:15,2025-11-04 10:15,PE,25800,25698.2,25709.05,206.54,200.05,65,-421.85,31309.8
57,2025-11-04 13:15,2025-11-04 14:15,PE,25700,25616.5,25620.15,195.1,192.97,65,-138.45,31171.35
58,2025-11-06 09:15,2025-11-06 10:15,PE,25600,25542.75,25555.75,179.54,172.38,65,-465.4,30705.95
59,2025-11-06 12:15,2025-11-06 13:15,CE,25500,25583.6,25568.1,206.49,197.14,65,-607.75,30098.2
60,2025-11-07 09:15,2025-11-07 10:15,PE,25400,25343.25,25373.2,178.1,161.89,65,-1053.65,29044.55
61,2025-11-10 09:15,2025-11-10 10:15,CE,25500,25576.0,25596.8,201.88,214.65,65,830.05,29874.6
62,2025-11-10 13:15,2025-11-10 14:15,PE,25700,25618.9,25597.1,193.7,206.64,65,841.1,30715.7
63,2025-11-10 14:15,2025-11-11 09:15,PE,25700,25565.45,25522.5,226.29,254.55,65,1836.9,32552.6
64,2025-11-11 09:15,2025-11-11 10:15,PE,25600,25501.95,25485.85,203.15,212.95,65,637.0,33189.6
65,2025-11-11 10:15,2025-11-11 11:15,PE,25600,25478.45,25498.2,217.54,205.41,65,-788.45,32401.15
66,2025-11-11 11:15,2025-11-11 12:15,CE,25400,25538.3,25555.55,240.86,252.5,65,756.6,33157.75
67,2025-11-11 13:15,2025-11-11 14:15,CE,25500,25647.2,25667.15,247.41,261.05,65,886.6,34044.35
68,2025-11-12 09:15,2025-11-12 10:15,CE,25700,25839.85,25849.2,243.65,249.92,65,407.55,34451.9
69,2025-11-13 09:15,2025-11-13 10:15,CE,25800,25898.5,25940.75,217.53,244.83,65,1774.5,36226.4
70,2025-11-13 10:15,2025-11-13 12:15,CE,25900,25963.35,25954.4,196.79,191.55,65,-340.6,35885.8
71,2025-11-13 13:15,2025-11-13 14:15,PE,26000,25894.45,25901.1,209.93,205.92,65,-260.65,35625.15
72,2025-11-14 09:15,2025-11-14 10:15,PE,25900,25780.05,25786.85,218.2,214.01,65,-272.35,35352.8
73,2025-11-14 13:15,2025-11-14 14:15,PE,25900,25774.4,25792.15,221.73,210.76,65,-713.05,34639.75
74,2025-11-14 14:15,2025-11-17 09:15,CE,25800,25930.2,25944.5,237.85,247.34,65,616.85,35256.6
75,2025-11-17 09:15,2025-11-17 10:15,CE,25800,25949.3,25936.35,250.57,241.91,65,-562.9,34693.7
76,2025-11-18 09:15,2025-11-18 10:15,PE,26000,25895.85,25912.25,209.08,199.3,65,-635.7,34058.0
77,2025-11-19 09:15,2025-11-19 10:15,CE,25900,25952.1,25943.9,190.22,185.51,65,-306.15,33751.85
78,2025-11-19 11:15,2025-11-19 12:15,CE,25900,25993.3,26003.6,214.9,221.33,65,417.95,34169.8
79,2025-11-20 09:15,2025-11-20 10:15,CE,26000,26099.65,26109.85,219.46,225.89,65,417.95,34587.75
80,2025-11-21 09:15,2025-11-21 10:15,PE,26200,26087.4,26090.95,215.34,213.17,65,-141.05,34446.7
81,2025-11-21 11:15,2025-11-21 12:15,CE,26000,26123.9,26144.1,234.92,248.24,65,865.8,35312.5
82,2025-11-21 12:15,2025-11-21 13:15,CE,26000,26135.55,26113.7,242.55,228.35,65,-923.0,34389.5
83,2025-11-21 14:15,2025-11-24 09:15,PE,26200,26069.35,26087.8,226.56,215.1,65,-744.9,33644.6
84,2025-11-24 09:15,2025-11-24 10:15,CE,26000,26128.5,26107.5,237.92,224.4,65,-878.8,32765.8
85,2025-11-24 11:15,2025-11-24 12:15,PE,26200,26069.1,26082.0,226.72,218.66,65,-523.9,32241.9
86,2025-11-24 14:15,2025-11-24 15:15,PE,26100,25954.4,25948.0,235.55,239.7,65,269.75,32511.65
87,2025-11-25 09:15,2025-11-25 10:15,CE,25900,26018.6,25989.0,230.9,212.24,65,-1212.9,31298.75
88,2025-11-25 14:15,2025-11-26 09:15,PE,26000,25886.0,25877.95,215.08,220.07,65,324.35,31623.1
89,2025-11-26 09:15,2025-11-26 10:15,CE,26000,26084.5,26095.5,210.09,216.87,65,440.7,32063.8
90,2025-11-26 10:15,2025-11-26 11:15,CE,26000,26116.5,26126.2,230.14,236.42,65,408.2,32472.0
91,2025-11-26 13:15,2025-11-26 14:15,CE,26100,26197.35,26179.8,218.63,207.84,65,-701.35,31770.65
92,2025-11-27 09:15,2025-11-27 10:15,CE,26200,26283.0,26275.05,210.4,205.59,65,-312.65,31458.0
93,2025-11-28 09:15,2025-11-28 10:15,CE,26100,26240.4,26245.2,246.36,249.56,65,208.0,31666.0
94,2025-12-01 09:15,2025-12-01 10:15,CE,26200,26284.95,26254.55,211.58,193.49,65,-1175.85,30490.15
95,2025-12-01 10:15,2025-12-01 11:15,PE,26300,26242.4,26203.9,183.77,205.94,65,1441.05,31931.2
96,2025-12-01 11:15,2025-12-01 12:15,PE,26300,26175.65,26184.85,223.16,217.47,65,-369.85,31561.35
97,2025-12-01 13:15,2025-12-01 14:15,CE,26100,26213.85,26182.6,229.04,209.54,65,-1267.5,30293.85
98,2025-12-02 09:15,2025-12-02 10:15,PE,26200,26058.7,26082.1,233.33,218.6,65,-957.45,29336.4
99,2025-12-02 12:15,2025-12-02 14:15,PE,26100,26035.8,26034.1,186.31,187.27,65,62.4,29398.8
100,2025-12-03 09:15,2025-12-03 10:15,PE,26000,25928.1,25932.1,190.11,187.83,65,-148.2,29250.6
101,2025-12-03 11:15,2025-12-03 12:15,CE,25900,25954.2,25931.85,191.43,178.72,65,-826.15,28424.45
102,2025-12-03 14:15,2025-12-04 09:15,CE,25900,25992.75,26009.85,214.56,225.29,65,697.45,29121.9
103,2025-12-04 09:15,2025-12-04 10:15,CE,25900,26041.9,26062.8,246.18,260.34,65,920.4,30042.3
104,2025-12-04 14:15,2025-12-04 15:15,CE,25900,26038.6,26005.9,243.99,222.79,65,-1378.0,28664.3
105,2025-12-05 09:15,2025-12-05 10:15,CE,26000,26078.55,26111.35,206.48,226.85,65,1324.05,29988.35
106,2025-12-05 10:15,2025-12-05 12:15,CE,26000,26143.5,26167.55,247.84,264.18,65,1062.1,31050.45
107,2025-12-08 09:15,2025-12-08 10:15,PE,26200,26096.5,26086.9,209.81,215.65,65,379.6,31430.05
108,2025-12-08 13:15,2025-12-08 14:15,PE,26000,25914.4,25927.4,198.04,190.51,65,-489.45,30940.6
109,2025-12-09 09:15,2025-12-09 10:15,PE,25900,25784.05,25813.85,215.73,197.79,65,-1166.1,29774.5
110,2025-12-09 11:15,2025-12-09 12:15,CE,25800,25893.05,25888.15,214.14,211.11,65,-196.95,29577.55
111,2025-12-09 14:15,2025-12-10 09:15,PE,25900,25837.65,25866.8,184.12,168.18,65,-1036.1,28541.45
112,2025-12-10 09:15,2025-12-10 10:15,CE,25800,25919.85,25912.65,231.11,226.48,65,-300.95,28240.5
113,2025-12-10 12:15,2025-12-10 13:15,PE,25900,25801.85,25785.55,204.9,214.8,65,643.5,28884.0
114,2025-12-10 13:15,2025-12-10 14:15,PE,25900,25758.5,25769.9,231.82,224.56,65,-471.9,28412.1
115,2025-12-11 09:15,2025-12-11 10:15,CE,25700,25807.55,25809.45,222.63,223.84,65,78.65,28490.75
116,2025-12-11 11:15,2025-12-11 12:15,CE,25800,25876.6,25883.1,204.07,208.02,65,256.75,28747.5
117,2025-12-12 09:15,2025-12-12 10:15,CE,25900,25988.5,25973.25,211.93,202.67,65,-601.9,28145.6
118,2025-12-15 09:15,2025-12-15 10:15,PE,26100,25961.35,25981.95,231.09,218.14,65,-841.75,27303.85
119,2025-12-15 11:15,2025-12-15 12:15,CE,25900,26018.55,26009.6,230.86,225.13,65,-372.45,26931.4
120,2025-12-16 09:15,2025-12-16 11:15,PE,26000,25892.85,25905.5,210.9,203.29,65,-494.65,26436.75
121,2025-12-16 14:15,2025-12-17 09:15,PE,26000,25856.05,25858.95,233.94,232.08,65,-120.9,26315.85
122,2025-12-17 11:15,2025-12-17 13:15,PE,25900,25796.4,25814.7,208.18,197.29,65,-707.85,25608.0
123,2025-12-18 09:15,2025-12-18 10:15,PE,25900,25791.15,25820.65,211.37,193.82,65,-1140.75,24467.25
124,2025-12-18 10:15,2025-12-18 11:15,CE,25700,25831.7,25847.65,238.25,248.87,65,690.3,25157.55
125,2025-12-19 09:15,2025-12-19 10:15,CE,25800,25935.6,25943.7,241.41,246.8,65,350.35,25507.9
126,2025-12-22 09:15,2025-12-22 12:15,CE,26000,26129.25,26118.65,238.41,231.53,65,-447.2,25060.7
127,2025-12-23 09:15,2025-12-23 11:15,CE,26100,26184.2,26161.95,210.52,197.19,65,-866.45,24194.25
128,2025-12-24 09:15,2025-12-24 10:15,CE,26100,26227.2,26201.3,237.66,221.1,65,-1076.4,23117.85
129,2025-12-26 09:15,2025-12-26 12:15,PE,26200,26091.45,26066.0,212.87,228.68,65,1027.65,24145.5
130,2025-12-30 13:15,2025-12-30 14:15,CE,25800,25943.6,25923.35,246.74,233.38,65,-868.4,23277.1
131,2025-12-31 09:15,2025-12-31 10:15,CE,25900,25997.0,26022.5,217.2,233.42,65,1054.3,24331.4
132,2025-12-31 11:15,2025-12-31 12:15,CE,26000,26089.55,26121.1,213.19,233.11,65,1294.8,25626.2
133,2025-12-31 12:15,2025-12-31 13:15,CE,26100,26155.35,26144.25,193.34,186.95,65,-415.35,25210.85
134,2025-12-31 13:15,2025-12-31 14:15,CE,26100,26167.0,26152.0,200.17,191.4,65,-570.05,24640.8
135,2025-12-31 14:15,2026-01-01 09:15,PE,26200,26122.95,26156.55,194.21,175.42,65,-1221.35,23419.45
136,2026-01-01 09:15,2026-01-01 10:15,CE,26100,26151.15,26150.6,190.91,190.59,65,-20.8,23398.65
137,2026-01-01 13:15,2026-01-01 14:15,CE,26100,26168.0,26143.0,200.77,186.24,65,-944.45,22454.2
138,2026-01-02 09:15,2026-01-02 11:15,CE,26200,26254.65,26262.1,193.55,197.9,65,282.75,22736.95
139,2026-01-02 14:15,2026-01-05 09:15,CE,26200,26324.75,26315.4,236.66,230.63,65,-391.95,22345.0
140,2026-01-05 09:15,2026-01-05 10:15,CE,26200,26339.15,26337.85,246.11,245.25,65,-55.9,22289.1
141,2026-01-05 11:15,2026-01-05 12:15,PE,26400,26333.2,26342.8,189.5,184.12,65,-349.7,21939.4
142,2026-01-05 13:15,2026-01-05 14:15,PE,26300,26226.75,26245.8,192.6,181.88,65,-696.8,21242.6
143,2026-01-06 11:15,2026-01-06 12:15,PE,26300,26167.65,26185.15,228.18,217.28,65,-708.5,20534.1
144,2026-01-07 09:15,2026-01-07 10:15,PE,26300,26167.25,26160.2,228.43,232.92,65,291.85,20825.95
145,2026-01-07 11:15,2026-01-07 12:15,PE,26200,26112.1,26112.5,200.52,200.29,65,-14.95,20811.0
146,2026-01-07 14:15,2026-01-08 09:15,CE,26100,26151.8,26118.6,191.28,172.68,65,-1209.0,19602.0
147,2026-01-08 09:15,2026-01-08 10:15,PE,26200,26061.15,26036.0,231.76,248.13,65,1064.05,20666.05
148,2026-01-08 11:15,2026-01-08 12:15,PE,26000,25933.75,25935.75,186.89,185.76,65,-73.45,20592.6
149,2026-01-08 14:15,2026-01-09 09:15,PE,26000,25878.05,25853.35,220.0,235.69,65,1019.85,21612.45
150,2026-01-09 09:15,2026-01-09 10:15,PE,26000,25856.6,25834.0,233.59,248.39,65,962.0,22574.45
151,2026-01-09 10:15,2026-01-09 11:15,PE,25900,25799.0,25769.95,206.62,224.53,65,1164.15,23738.6
152,2026-01-09 11:15,2026-01-09 12:15,PE,25800,25739.35,25700.25,182.59,205.3,65,1476.15,25214.75
153,2026-01-09 12:15,2026-01-09 13:15,PE,25800,25691.05,25694.6,210.87,208.71,65,-140.4,25074.35
154,2026-01-09 13:15,2026-01-09 14:15,PE,25800,25660.15,25658.5,230.22,231.28,65,68.9,25143.25
155,2026-01-12 09:15,2026-01-12 10:15,PE,25700,25556.9,25564.55,231.77,226.86,65,-319.15,24824.1
156,2026-01-12 12:15,2026-01-12 13:15,CE,25600,25722.3,25722.0,231.51,231.31,65,-13.0,24811.1
157,2026-01-12 14:15,2026-01-13 09:15,CE,25700,25778.5,25854.0,204.61,253.17,65,3156.4,27967.5
158,2026-01-13 09:15,2026-01-13 10:15,PE,25800,25738.1,25761.1,183.29,170.64,65,-822.25,27145.25
159,2026-01-13 14:15,2026-01-13 15:15,CE,25600,25737.4,25714.65,241.43,226.56,65,-966.55,26178.7
160,2026-01-14 09:15,2026-01-14 10:15,PE,25800,25696.8,25696.35,207.38,207.65,65,17.55,26196.25
161,2026-01-14 13:15,2026-01-14 14:15,PE,25800,25663.2,25639.1,228.27,243.94,65,1018.55,27214.8
162,2026-01-16 09:15,2026-01-16 10:15,CE,25700,25783.65,25837.85,207.74,242.32,65,2247.7,29462.5
163,2026-01-16 10:15,2026-01-16 11:15,CE,25700,25812.45,25795.65,225.75,215.15,65,-689.0,28773.5
164,2026-01-16 12:15,2026-01-16 13:15,PE,25800,25716.55,25697.8,195.64,206.78,65,724.1,29497.6
165,2026-01-19 09:15,2026-01-19 10:15,PE,25600,25527.9,25529.95,187.93,186.76,65,-76.05,29421.55
166,2026-01-19 13:15,2026-01-19 14:15,CE,25500,25590.3,25601.3,210.61,217.48,65,446.55,29868.1
167,2026-01-20 09:15,2026-01-20 10:15,PE,25600,25468.7,25481.25,223.67,215.8,65,-511.55,29356.55
168,2026-01-20 13:15,2026-01-20 14:15,PE,25500,25360.75,25251.25,228.2,304.34,65,4949.1,34305.65
169,2026-01-20 14:15,2026-01-20 15:15,PE,25300,25217.05,25208.8,192.5,197.37,65,316.55,34622.2
170,2026-01-21 09:15,2026-01-21 10:15,PE,25300,25153.25,24955.2,231.97,378.96,65,9554.35,44176.55
171,2026-01-21 10:15,2026-01-21 11:15,PE,25200,25054.75,25059.45,230.46,227.41,65,-198.25,43978.3
172,2026-01-21 12:15,2026-01-21 13:15,CE,25100,25237.45,25207.4,238.53,218.93,65,-1274.0,42704.3
173,2026-01-22 09:15,2026-01-22 10:15,CE,25300,25376.0,25353.55,200.65,187.35,65,-864.5,41839.8
174,2026-01-22 10:15,2026-01-22 11:15,PE,25300,25215.75,25212.85,193.26,194.97,65,111.15,41950.95
